t,x_real,y_real,psi_real,u_real,v_real,r_real,x_ref,y_ref,psi_ref,u_ref,v_ref,r_ref,tau_u_ref,tau_r_ref,tau_u_applied,tau_r_applied,cmd_left,cmd_right,err_x,err_y,err_pos,err_psi,err_u,err_v,err_r
13.632000,9.924946,0.596622,-0.283185,1.268878,-0.068072,0.097772,6.312794,-0.124473,0.058772,0.893763,-0.015036,0.034847,32.701019,0.345162,32.701016,0.345154,0.474404,0.451918,3.612152,0.721095,3.683425,-0.341957,0.375115,-0.053036,0.062925
13.664000,9.969463,0.607095,-0.286735,1.268518,-0.068678,0.098560,6.342559,-0.123209,0.059939,0.893481,-0.015227,0.035128,32.677850,0.347657,32.677875,0.347652,0.474292,0.451634,3.626904,0.730304,3.699700,-0.346674,0.375037,-0.053451,0.063432
13.700000,10.013936,0.617701,-0.290313,1.268133,-0.069283,0.099341,6.372313,-0.121918,0.061114,0.893178,-0.015420,0.035411,32.653989,0.350163,32.653980,0.350159,0.474174,0.451343,3.641623,0.739619,3.715973,-0.351427,0.374955,-0.053863,0.063930
13.732000,10.058363,0.628442,-0.293919,1.267726,-0.069889,0.100126,6.402055,-0.120599,0.062299,0.892855,-0.015614,0.035695,32.629440,0.352678,32.629449,0.352675,0.474051,0.451046,3.656308,0.749041,3.732245,-0.356218,0.374871,-0.054275,0.064431
13.764000,10.102742,0.639318,-0.297553,1.267295,-0.070495,0.100914,6.431786,-0.119251,0.063494,0.892511,-0.015810,0.035980,32.604204,0.355203,32.604166,0.355199,0.473922,0.450742,3.670956,0.758569,3.748513,-0.361047,0.374784,-0.054685,0.064934
13.800000,10.147072,0.650330,-0.301216,1.266839,-0.071100,0.101695,6.461503,-0.117875,0.064698,0.892147,-0.016006,0.036266,32.578287,0.357737,32.578249,0.357732,0.473788,0.450432,3.685569,0.768205,3.764779,-0.365914,0.374692,-0.055094,0.065429
13.832000,10.147072,0.650330,-0.301216,1.266839,-0.071100,0.101695,6.491206,-0.116471,0.065912,0.891763,-0.016204,0.036554,32.551692,0.360281,32.551699,0.360274,0.473649,0.450116,3.655866,0.766801,3.735417,-0.367128,0.375076,-0.054896,0.065141
13.864000,10.191351,0.661480,-0.304907,1.266364,-0.071706,0.102488,6.520896,-0.115037,0.067135,0.891359,-0.016402,0.036842,32.524422,0.362834,32.524460,0.362839,0.473505,0.449793,3.670455,0.776517,3.751696,-0.372042,0.375005,-0.055304,0.065646
13.900000,10.235578,0.672767,-0.308626,1.265865,-0.072312,0.103270,6.550570,-0.113575,0.068368,0.890935,-0.016602,0.037132,32.496481,0.365398,32.496530,0.365398,0.473355,0.449464,3.685008,0.786342,3.767973,-0.376994,0.374930,-0.055710,0.066138
13.932000,10.279751,0.684193,-0.312374,1.265342,-0.072917,0.104061,6.580228,-0.112084,0.069610,0.890492,-0.016803,0.037424,32.467873,0.367971,32.467853,0.367964,0.473199,0.449128,3.699523,0.796277,3.784248,-0.381984,0.374850,-0.056114,0.066637
13.964000,10.323869,0.695759,-0.316150,1.264800,-0.073522,0.104852,6.609870,-0.110563,0.070863,0.890028,-0.017005,0.037716,32.438601,0.370554,32.438607,0.370554,0.473039,0.448786,3.713999,0.806322,3.800519,-0.387013,0.374772,-0.056517,0.067136
14.000000,10.367930,0.707464,-0.319955,1.264232,-0.074127,0.105634,6.639494,-0.109014,0.072125,0.889545,-0.017208,0.038010,32.408668,0.373147,32.408674,0.373136,0.472873,0.448438,3.728436,0.816478,3.816789,-0.392080,0.374687,-0.056919,0.067624
14.032000,10.411933,0.719310,-0.323788,1.263642,-0.074732,0.106433,6.669101,-0.107434,0.073397,0.889042,-0.017412,0.038304,32.378079,0.375750,32.378057,0.375742,0.472702,0.448083,3.742832,0.826744,3.833054,-0.397185,0.374600,-0.057320,0.068129
14.064000,10.455876,0.731298,-0.327649,1.263032,-0.075336,0.107216,6.698689,-0.105825,0.074678,0.888519,-0.017616,0.038601,32.346837,0.378363,32.346814,0.378356,0.472526,0.447722,3.757187,0.837123,3.849316,-0.402327,0.374513,-0.057720,0.068615
14.100000,10.499758,0.743429,-0.331539,1.262396,-0.075940,0.108010,6.728258,-0.104186,0.075970,0.887978,-0.017822,0.038898,32.314946,0.380985,32.314947,0.380978,0.472345,0.447355,3.771500,0.847615,3.865574,-0.407509,0.374418,-0.058118,0.069112
14.132000,10.543576,0.755702,-0.335458,1.261741,-0.076544,0.108804,6.757807,-0.102516,0.077272,0.887416,-0.018029,0.039196,32.282409,0.383618,32.282399,0.383622,0.472159,0.446981,3.785769,0.858218,3.881828,-0.412730,0.374325,-0.058515,0.069608
14.164000,10.587331,0.768119,-0.339405,1.261065,-0.077147,0.109588,6.787335,-0.100817,0.078583,0.886836,-0.018236,0.039496,32.249230,0.386261,32.249230,0.386274,0.471968,0.446601,3.799996,0.868936,3.898078,-0.417988,0.374229,-0.058911,0.070092
14.200000,10.631019,0.780680,-0.343380,1.260364,-0.077749,0.110390,6.816842,-0.099087,0.079905,0.886237,-0.018444,0.039797,32.215413,0.388914,32.215380,0.388918,0.471771,0.446215,3.814177,0.879767,3.914324,-0.423285,0.374127,-0.059305,0.070593
14.232000,10.674639,0.793387,-0.347384,1.259645,-0.078351,0.111174,6.846327,-0.097327,0.081236,0.885618,-0.018653,0.040099,32.180962,0.391577,32.180970,0.391584,0.471570,0.445823,3.828312,0.890714,3.930566,-0.428620,0.374027,-0.059698,0.071075
14.264000,10.674639,0.793387,-0.347384,1.259645,-0.078351,0.111174,6.875789,-0.095536,0.082578,0.884981,-0.018863,0.040403,32.145879,0.394250,32.145882,0.394243,0.471363,0.445425,3.798850,0.888923,3.901467,-0.429962,0.374664,-0.059488,0.070771
14.300000,10.718191,0.806239,-0.351417,1.258904,-0.078953,0.111971,6.905228,-0.093713,0.083930,0.884324,-0.019073,0.040707,32.110170,0.396934,32.110179,0.396939,0.471152,0.445020,3.812963,0.899952,3.917729,-0.435347,0.374580,-0.059880,0.071264
14.332000,10.761671,0.819237,-0.355478,1.258138,-0.079553,0.112767,6.934643,-0.091860,0.085292,0.883650,-0.019284,0.041013,32.073837,0.399628,32.073801,0.399627,0.470935,0.444609,3.827028,0.911097,3.933986,-0.440770,0.374488,-0.060269,0.071754
14.364000,10.805080,0.832383,-0.359567,1.257355,-0.080153,0.113554,6.964033,-0.089976,0.086664,0.882956,-0.019496,0.041320,32.036884,0.402332,32.036868,0.402337,0.470714,0.444192,3.841047,0.922359,3.950239,-0.446231,0.374399,-0.060657,0.072234
14.400000,10.848414,0.845676,-0.363686,1.256546,-0.080753,0.114359,6.993398,-0.088060,0.088046,0.882244,-0.019708,0.041628,31.999316,0.405047,31.999321,0.405054,0.470488,0.443769,3.855016,0.933736,3.966486,-0.451732,0.374302,-0.061045,0.072731
14.432000,10.891673,0.859118,-0.367833,1.255717,-0.081351,0.115146,7.022737,-0.086113,0.089439,0.881513,-0.019921,0.041937,31.961135,0.407772,31.961163,0.407777,0.470257,0.443340,3.868936,0.945231,3.982728,-0.457272,0.374204,-0.061430,0.073209
14.464000,10.934855,0.872708,-0.372008,1.254869,-0.081949,0.115945,7.052049,-0.084134,0.090842,0.880764,-0.020134,0.042248,31.922346,0.410508,31.922394,0.410508,0.470021,0.442905,3.882806,0.956842,3.998966,-0.462850,0.374105,-0.061815,0.073697
14.500000,10.977958,0.886448,-0.376213,1.253998,-0.082546,0.116743,7.081334,-0.082123,0.092256,0.879997,-0.020348,0.042559,31.882953,0.413254,31.882958,0.413259,0.469780,0.442463,3.896624,0.968571,4.015197,-0.468469,0.374001,-0.062198,0.074184
14.532000,11.020981,0.900337,-0.380445,1.253108,-0.083142,0.117534,7.110591,-0.080080,0.093680,0.879212,-0.020562,0.042872,31.842959,0.416011,31.842971,0.416002,0.469534,0.442016,3.910390,0.980417,4.031422,-0.474125,0.373896,-0.062580,0.074662
14.564000,11.063922,0.914378,-0.384707,1.252198,-0.083738,0.118339,7.139819,-0.078005,0.095114,0.878408,-0.020776,0.043186,31.802368,0.418778,31.802381,0.418781,0.469284,0.441562,3.924103,0.992383,4.047642,-0.479821,0.373790,-0.062962,0.075153
14.600000,11.106779,0.928569,-0.388998,1.251264,-0.084332,0.119129,7.169018,-0.075897,0.096559,0.877587,-0.020991,0.043501,31.761184,0.421557,31.761185,0.421567,0.469029,0.441102,3.937761,1.004466,4.063855,-0.485557,0.373677,-0.063341,0.075628
14.632000,11.149552,0.942912,-0.393317,1.250312,-0.084926,0.119932,7.198187,-0.073757,0.098014,0.876748,-0.021206,0.043818,31.719411,0.424346,31.719442,0.424344,0.468769,0.440637,3.951365,1.016669,4.080061,-0.491331,0.373564,-0.063720,0.076114
14.664000,11.192238,0.957407,-0.397665,1.249340,-0.085518,0.120731,7.227325,-0.071584,0.099480,0.875891,-0.021421,0.044135,31.677052,0.427146,31.677040,0.427141,0.468504,0.440165,3.964913,1.028991,4.096261,-0.497145,0.373449,-0.064097,0.076596
14.700000,11.234835,0.972054,-0.402041,1.248343,-0.086110,0.121526,7.256433,-0.069379,0.100956,0.875016,-0.021636,0.044454,31.634112,0.429957,31.634097,0.429959,0.468235,0.439687,3.978402,1.041433,4.112452,-0.502997,0.373327,-0.064474,0.077072
14.732000,11.234835,0.972054,-0.402041,1.248343,-0.086110,0.121526,7.285508,-0.067140,0.102443,0.874124,-0.021852,0.044774,31.590595,0.432779,31.590610,0.432768,0.467961,0.439204,3.949327,1.039194,4.083761,-0.504484,0.374219,-0.064258,0.076752
14.764000,11.277342,0.986855,-0.406447,1.247331,-0.086701,0.122332,7.314551,-0.064868,0.103941,0.873215,-0.022067,0.045095,31.546504,0.435612,31.546529,0.435613,0.467683,0.438714,3.962791,1.051723,4.099980,-0.510388,0.374116,-0.064634,0.077237
14.800000,11.319758,1.001809,-0.410881,1.246297,-0.087290,0.123127,7.343560,-0.062563,0.105450,0.872288,-0.022283,0.045417,31.501843,0.438456,31.501850,0.438463,0.467400,0.438218,3.976198,1.064372,4.116192,-0.516331,0.374009,-0.065007,0.077710
14.832000,11.362080,1.016916,-0.415344,1.245239,-0.087879,0.123932,7.372536,-0.060225,0.106969,0.871343,-0.022498,0.045741,31.456616,0.441311,31.456633,0.441304,0.467112,0.437717,3.989544,1.077141,4.132396,-0.522313,0.373896,-0.065381,0.078191
14.864000,11.404308,1.032179,-0.419836,1.244167,-0.088467,0.124735,7.401478,-0.057852,0.108499,0.870382,-0.022713,0.046065,31.410828,0.444177,31.410826,0.444179,0.466820,0.437209,4.002830,1.090031,4.148592,-0.528335,0.373785,-0.065754,0.078670
14.900000,11.446439,1.047596,-0.424357,1.243072,-0.089053,0.125535,7.430384,-0.055446,0.110040,0.869404,-0.022929,0.046391,31.364481,0.447055,31.364482,0.447045,0.466523,0.436696,4.016055,1.103042,4.164781,-0.534397,0.373668,-0.066124,0.079144
14.932000,11.488472,1.063168,-0.428907,1.241956,-0.089639,0.126343,7.459255,-0.053007,0.111592,0.868408,-0.023144,0.046718,31.317581,0.449944,31.317551,0.449946,0.466222,0.436176,4.029217,1.116175,4.180961,-0.540499,0.373548,-0.066495,0.079625
14.964000,11.530405,1.078896,-0.433486,1.240823,-0.090223,0.127144,7.488090,-0.050533,0.113155,0.867396,-0.023358,0.047046,31.270131,0.452845,31.270147,0.452852,0.465917,0.435651,4.042315,1.129429,4.197132,-0.546641,0.373427,-0.066865,0.080098
15.000000,11.572236,1.094780,-0.438094,1.239667,-0.090806,0.127951,7.516888,-0.048024,0.114728,0.866368,-0.023573,0.047375,31.222135,0.455757,31.222154,0.455763,0.465607,0.435120,4.055348,1.142804,4.213294,-0.552822,0.373299,-0.067233,0.080576
15.032000,11.613964,1.110820,-0.442731,1.238493,-0.091389,0.128758,7.545648,-0.045482,0.116313,0.865322,-0.023787,0.047706,31.173597,0.458680,31.173576,0.458677,0.465292,0.434583,4.068316,1.156302,4.229448,-0.559044,0.373171,-0.067602,0.081052
15.064000,11.655587,1.127016,-0.447397,1.237301,-0.091970,0.129565,7.574370,-0.042905,0.117909,0.864260,-0.024000,0.048037,31.124521,0.461615,31.124532,0.461627,0.464974,0.434040,4.081217,1.169921,4.245592,-0.565306,0.373041,-0.067970,0.081528
15.100000,11.697104,1.143370,-0.452092,1.236086,-0.092550,0.130373,7.603053,-0.040293,0.119516,0.863182,-0.024214,0.048370,31.074912,0.464562,31.074902,0.464551,0.464650,0.433492,4.094051,1.183663,4.261726,-0.571608,0.372904,-0.068336,0.082003
15.132000,11.738512,1.159880,-0.456816,1.234857,-0.093129,0.131184,7.631697,-0.037646,0.121133,0.862087,-0.024426,0.048703,31.024773,0.467521,31.024753,0.467525,0.464323,0.432937,4.106815,1.197526,4.277850,-0.577949,0.372770,-0.068703,0.082481
15.164000,11.738512,1.159880,-0.456816,1.234857,-0.093129,0.131184,7.660301,-0.034964,0.122762,0.860976,-0.024638,0.049038,30.974108,0.470491,30.974080,0.470487,0.463991,0.432377,4.078211,1.194844,4.249642,-0.579578,0.373881,-0.068491,0.082146
15.200000,11.779811,1.176549,-0.461569,1.233607,-0.093707,0.131993,7.688864,-0.032248,0.124403,0.859849,-0.024850,0.049374,30.922922,0.473473,30.922889,0.473469,0.463655,0.431811,4.090947,1.208797,4.265798,-0.585972,0.373758,-0.068857,0.082619
15.232000,11.820998,1.193374,-0.466352,1.232333,-0.094283,0.132805,7.717386,-0.029495,0.126054,0.858706,-0.025060,0.049712,30.871219,0.476467,30.871180,0.476469,0.463315,0.431239,4.103612,1.222869,4.281943,-0.592406,0.373627,-0.069223,0.083093
15.264000,11.862071,1.210358,-0.471164,1.231047,-0.094859,0.133621,7.745867,-0.026708,0.127717,0.857547,-0.025270,0.050050,30.819002,0.479473,30.819011,0.479474,0.462971,0.430662,4.116204,1.237066,4.298078,-0.598881,0.373500,-0.069589,0.083571
15.300000,11.903030,1.227500,-0.476005,1.229736,-0.095434,0.134431,7.774305,-0.023885,0.129391,0.856372,-0.025479,0.050389,30.766277,0.482492,30.766269,0.482482,0.462622,0.430079,4.128725,1.251385,4.314202,-0.605396,0.373364,-0.069955,0.084042
15.332000,11.943872,1.244801,-0.480876,1.228406,-0.096007,0.135252,7.802700,-0.021026,0.131076,0.855182,-0.025687,0.050730,30.713066,0.485521,30.713073,0.485523,0.462270,0.429490,4.141172,1.265827,4.330314,-0.611952,0.373224,-0.070320,0.084522
15.364000,11.984595,1.262260,-0.485776,1.227062,-0.096580,0.136068,7.831052,-0.018131,0.132773,0.853976,-0.025895,0.051072,30.659406,0.488558,30.659422,0.488569,0.461914,0.428896,4.153543,1.280391,4.346415,-0.618549,0.373086,-0.070685,0.084996
15.400000,12.025199,1.279877,-0.490705,1.225694,-0.097151,0.136884,7.859359,-0.015200,0.134481,0.852755,-0.026101,0.051414,30.605305,0.491605,30.605258,0.491602,0.461553,0.428297,4.165840,1.295077,4.362505,-0.625186,0.372939,-0.071050,0.085470
15.432000,12.065680,1.297654,-0.495665,1.224310,-0.097721,0.137712,7.887622,-0.012233,0.136200,0.851519,-0.026306,0.051758,30.550770,0.494659,30.550813,0.494656,0.461190,0.427694,4.178058,1.309887,4.378581,-0.631865,0.372791,-0.071415,0.085954
15.464000,12.106038,1.315590,-0.500653,1.222910,-0.098290,0.138525,7.915839,-0.009230,0.137931,0.850267,-0.026511,0.052103,30.495808,0.497722,30.495804,0.497713,0.460822,0.427085,4.190199,1.324820,4.394647,-0.638584,0.372643,-0.071779,0.086422
15.500000,12.146271,1.333685,-0.505672,1.221488,-0.098858,0.139355,7.944011,-0.006190,0.139674,0.849001,-0.026714,0.052449,30.440424,0.500793,30.440403,0.500788,0.460451,0.426471,4.202260,1.339875,4.410698,-0.645346,0.372487,-0.072144,0.086906
15.532000,12.186377,1.351939,-0.510720,1.220051,-0.099426,0.140181,7.972136,-0.003113,0.141428,0.847721,-0.026917,0.052796,30.384628,0.503872,30.384613,0.503881,0.460077,0.425852,4.214241,1.355052,4.426736,-0.652148,0.372330,-0.072509,0.087385
15.564000,12.226354,1.370353,-0.515797,1.218597,-0.099991,0.141000,8.000214,-0.000000,0.143194,0.846426,-0.027119,0.053144,30.328424,0.506958,30.328430,0.506964,0.459699,0.425229,4.226140,1.370353,4.442761,-0.658991,0.372171,-0.072872,0.087856
15.600000,12.266201,1.388926,-0.520905,1.217120,-0.100556,0.141841,8.028245,0.003150,0.144971,0.845117,-0.027319,0.053493,30.271821,0.510052,30.271802,0.510049,0.459317,0.424601,4.237956,1.385776,4.458772,-0.665876,0.372003,-0.073237,0.088348
15.632000,12.266201,1.388926,-0.520905,1.217120,-0.100556,0.141841,8.056227,0.006337,0.146760,0.843794,-0.027519,0.053843,30.214825,0.513154,30.214788,0.513153,0.458932,0.423968,4.209974,1.382589,4.431189,-0.667665,0.373326,-0.073037,0.087998
15.664000,12.305916,1.407658,-0.526043,1.215632,-0.101120,0.142660,8.084161,0.009561,0.148561,0.842457,-0.027718,0.054193,30.157442,0.516263,30.157445,0.516260,0.458544,0.423331,4.221755,1.398097,4.447234,-0.674604,0.373175,-0.073402,0.088467
15.700000,12.345497,1.426550,-0.531210,1.214123,-0.101683,0.143497,8.112046,0.012823,0.150373,0.841106,-0.027915,0.054545,30.099681,0.519378,30.099660,0.519370,0.458152,0.422689,4.233451,1.413727,4.463265,-0.681583,0.373017,-0.073768,0.088952
15.732000,12.384943,1.445602,-0.536408,1.212595,-0.102245,0.144337,8.139880,0.016122,0.152197,0.839742,-0.028112,0.054898,30.041548,0.522501,30.041553,0.522513,0.457758,0.422042,4.245063,1.429480,4.479282,-0.688605,0.372853,-0.074133,0.089439
15.764000,12.424251,1.464813,-0.541636,1.211056,-0.102806,0.145161,8.167665,0.019458,0.154033,0.838365,-0.028308,0.055251,29.983050,0.525631,29.983004,0.525630,0.457359,0.421391,4.256586,1.445355,4.495284,-0.695669,0.372691,-0.074498,0.089910
15.800000,12.463421,1.484184,-0.546894,1.209495,-0.103366,0.146012,8.195399,0.022832,0.155880,0.836975,-0.028502,0.055605,29.924193,0.528767,29.924188,0.528764,0.456958,0.420736,4.268022,1.461352,4.511270,-0.702774,0.372520,-0.074864,0.090407
15.832000,12.502450,1.503714,-0.552182,1.207919,-0.103925,0.146845,8.223082,0.026243,0.157740,0.835572,-0.028696,0.055961,29.864985,0.531909,29.864995,0.531916,0.456554,0.420076,4.279368,1.477471,4.527240,-0.709922,0.372347,-0.075229,0.090884
15.864000,12.541336,1.523404,-0.557500,1.206330,-0.104483,0.147685,8.250713,0.029693,0.159611,0.834156,-0.028888,0.056317,29.805433,0.535058,29.805423,0.535056,0.456146,0.419412,4.290623,1.493711,4.543195,-0.717111,0.372174,-0.075595,0.091368
15.900000,12.580079,1.543253,-0.562849,1.204720,-0.105041,0.148539,8.278291,0.033180,0.161494,0.832728,-0.029080,0.056673,29.745543,0.538213,29.745588,0.538214,0.455736,0.418744,4.301788,1.510073,4.559134,-0.724343,0.371992,-0.075961,0.091866
15.932000,12.618676,1.563261,-0.568228,1.203097,-0.105597,0.149373,8.305817,0.036706,0.163389,0.831287,-0.029270,0.057031,29.685322,0.541374,29.685322,0.541374,0.455322,0.418071,4.312859,1.526555,4.575054,-0.731617,0.371810,-0.076327,0.092342
15.964000,12.657125,1.583429,-0.573638,1.201459,-0.106152,0.150230,8.333290,0.040270,0.165296,0.829835,-0.029460,0.057389,29.624778,0.544540,29.624738,0.544537,0.454905,0.417394,4.323835,1.543159,4.590958,-0.738934,0.371624,-0.076692,0.092841
16.000000,12.695426,1.603756,-0.579079,1.199801,-0.106706,0.151079,8.360708,0.043872,0.167215,0.828370,-0.029648,0.057749,29.563917,0.547713,29.563896,0.547718,0.454486,0.416713,4.334718,1.559884,4.606845,-0.746294,0.371431,-0.077058,0.093330
16.032000,12.733576,1.624242,-0.584550,1.198134,-0.107260,0.151926,8.388073,0.047512,0.169146,0.826894,-0.029835,0.058108,29.502746,0.550891,29.502738,0.550901,0.454064,0.416028,4.345503,1.576730,4.622712,-0.753696,0.371240,-0.077425,0.093818
16.064000,12.733576,1.624242,-0.584550,1.198134,-0.107260,0.151926,8.415383,0.051191,0.171089,0.825406,-0.030021,0.058469,29.441272,0.554074,29.441267,0.554086,0.453639,0.415339,4.318193,1.573051,4.595789,-0.755639,0.372728,-0.077239,0.093457
16.100000,12.771573,1.644887,-0.590052,1.196451,-0.107812,0.152789,8.442637,0.054909,0.173044,0.823907,-0.030205,0.058830,29.379502,0.557262,29.379536,0.557260,0.453211,0.414647,4.328936,1.589978,4.611693,-0.763096,0.372544,-0.077607,0.093959
16.132000,12.809416,1.665690,-0.595585,1.194747,-0.108364,0.153640,8.469836,0.058665,0.175011,0.822396,-0.030389,0.059192,29.317443,0.560455,29.317440,0.560450,0.452780,0.413950,4.339580,1.607025,4.627578,-0.770596,0.372351,-0.077975,0.094448
16.164000,12.847103,1.686652,-0.601149,1.193036,-0.108915,0.154502,8.496979,0.062460,0.176990,0.820875,-0.030572,0.059555,29.255101,0.563654,29.255092,0.563658,0.452347,0.413249,4.350124,1.624192,4.643445,-0.778139,0.372161,-0.078343,0.094947
16.200000,12.884632,1.707772,-0.606744,1.191304,-0.109465,0.155366,8.524065,0.066294,0.178981,0.819343,-0.030753,0.059918,29.192484,0.566857,29.192488,0.566853,0.451911,0.412545,4.360567,1.641478,4.659292,-0.785725,0.371961,-0.078712,0.095448
16.232000,12.922003,1.729051,-0.612369,1.189558,-0.110014,0.156226,8.551094,0.070167,0.180985,0.817800,-0.030933,0.060281,29.129599,0.570064,29.129634,0.570066,0.451473,0.411837,4.370909,1.658884,4.675119,-0.793354,0.371758,-0.079081,0.095945
16.264000,12.959212,1.750487,-0.618027,1.187802,-0.110562,0.157096,8.578065,0.074079,0.183000,0.816247,-0.031112,0.060646,29.066452,0.573276,29.066473,0.573280,0.451032,0.411125,4.381147,1.676408,4.690927,-0.801027,0.371555,-0.079450,0.096450
16.300000,12.996258,1.772081,-0.623715,1.186027,-0.111109,0.157965,8.604979,0.078031,0.185028,0.814684,-0.031289,0.061011,29.003050,0.576492,29.003060,0.576482,0.450588,0.410410,4.391279,1.694050,4.706712,-0.808743,0.371343,-0.079820,0.096954
16.332000,13.033140,1.793832,-0.629435,1.184240,-0.111656,0.158836,8.631834,0.082021,0.187068,0.813110,-0.031466,0.061376,28.939400,0.579712,28.939400,0.579701,0.450142,0.409691,4.401306,1.711811,4.722478,-0.816503,0.371130,-0.080190,0.097460
16.364000,13.069857,1.815740,-0.635186,1.182442,-0.112202,0.159710,8.658630,0.086051,0.189120,0.811527,-0.031641,0.061742,28.875509,0.582935,28.875495,0.582936,0.449694,0.408968,4.411227,1.729689,4.738222,-0.824306,0.370915,-0.080561,0.097968
16.400000,13.106405,1.837806,-0.640969,1.180626,-0.112747,0.160590,8.685368,0.090120,0.191184,0.809934,-0.031814,0.062109,28.811384,0.586163,28.811398,0.586174,0.449244,0.408242,4.421037,1.747686,4.753943,-0.832153,0.370692,-0.080933,0.098481
